node,in_degree,out_degree,in_degree_centrality,out_degree_centrality,degree_centrality,pagerank,betweenness_centrality,closeness_centrality,entropy
World War II,751,119,0.163580919189719,0.02592027880636027,0.18950119799607928,0.00472450366555719,0.015499598553131516,0.5234458683732821,5.653017768367747
Édouard Manet,0,20,0.0,0.004356349379220213,0.004356349379220213,3.2710390395592254e-05,0.0,0.0,2.584962500721156
Absinthe,6,36,0.001306904813766064,0.007841428882596384,0.009148333696362448,4.899631822519838e-05,0.00025925535296803117,0.2766401132097902,3.663909765557392
Beer,50,53,0.010890873448050535,0.011544325854933566,0.0224351993029841,0.0003596063809865704,0.0010853596563946345,0.3647892462784713,4.301944403031217
Claude Monet,12,12,0.002613809627532128,0.002613809627532128,0.005227619255064256,0.00010291840417121933,2.5683463653538412e-05,0.33831108530238596,3.411751853774934
Diego Velázquez,9,37,0.001960357220649096,0.008059246351557395,0.01001960357220649,8.169455289407738e-05,6.818179981848151e-05,0.3102847720870435,3.169925001442312
Edgar Allan Poe,19,50,0.004138531910259203,0.010890873448050535,0.015029405358309737,0.00012162827176430212,0.0006409382662633642,0.3390378276337762,4.512140835820574
France,959,85,0.20888695273360924,0.018514484861685908,0.22740143759529516,0.006422591500548313,0.012001891023816184,0.5398054809595446,5.807555783815202
Francisco Goya,7,12,0.0015247222827270749,0.002613809627532128,0.004138531910259203,8.172973290672159e-05,1.809945169801758e-05,0.30127769043285807,2.235926350629032
Germany,743,169,0.16183837943803095,0.036811152254410805,0.19864953169244173,0.004824150421324149,0.019408600675210556,0.5242853004646024,6.175496532667092
Impressionism,23,20,0.005009801786103245,0.004356349379220213,0.00936615116532346,0.00019858481342249423,0.00015628379967651688,0.35316440378518354,3.515762082713148
Italy,550,85,0.11979960792855587,0.018514484861685908,0.1383140927902418,0.003717238851113226,0.007087197045985043,0.5054119559469942,5.60334707602756
Landscape,13,5,0.0028316270964931388,0.0010890873448050533,0.003920714441298192,0.00012649860679192642,4.841196944147737e-05,0.3332370348056774,2.304209537678017
Netherlands,342,116,0.07449357438466565,0.02526682639947724,0.09976040078414289,0.002293931728974094,0.006300860174814364,0.4872788963117193,5.440370939271915
Painting,40,73,0.008712698758440426,0.01590067523415378,0.024613373992594206,0.00032586475243794494,0.0009840956102105843,0.3640928067024086,5.105928110681693
Paris,308,112,0.06708778043999129,0.024395556523633198,0.09148333696362448,0.0022275241012032097,0.007773966003115946,0.4677578613240653,5.383187082536254
Photography,40,9,0.008712698758440426,0.001960357220649096,0.010673055979089524,0.0002585263724924487,0.0002978301096232345,0.3559383057046411,3.1327003065290695
Raphael,28,24,0.0060988891309082995,0.005227619255064256,0.011326508385972555,0.000253196503833564,0.00035783945200995804,0.3540933523948615,3.427333493898264
Renaissance,122,63,0.026573731213243305,0.013722500544543673,0.040296231757786974,0.001027839966330342,0.001843970493130875,0.4245441678003876,4.930609729484776
United States dollar,182,42,0.03964277935090394,0.009148333696362448,0.048791113047266396,0.0011692822255223146,0.00201837555081673,0.4370713018579048,3.270938565769162
"Washington, D.C.",171,69,0.03724678719233283,0.015029405358309737,0.052276192550642565,0.001044735308233967,0.00246558703105318,0.4214558630806611,4.638846298734879
Éire,0,8,0.0,0.0017425397516880855,0.0017425397516880855,3.2710390395592254e-05,0.0,0.0,1.3516441151533924
Canada,571,63,0.1243737747767371,0.013722500544543673,0.13809627532128077,0.003434891665574223,0.009266629724701686,0.506194500448571,5.478591795201701
English language,598,118,0.13025484643868437,0.02570246133739926,0.15595730777608366,0.004864902024077606,0.01404110803250991,0.5132328630921709,4.679438384325808
George VI of the United Kingdom,23,39,0.005009801786103245,0.008494881289479417,0.013504683075582662,0.00011077103047653971,0.000174018525406913,0.3075948032967728,3.107825748946199
Northern Ireland,84,46,0.018296667392724897,0.01001960357220649,0.02831627096493139,0.0006693855369802658,0.0008160381819853321,0.4152613566554146,3.9368168262445464
Ottawa,31,32,0.006752341537791331,0.006970159006752342,0.013722500544543673,0.0002881992192023454,0.00021127472673127687,0.3700687801629996,3.5147127228350943
Republic of Ireland,128,54,0.027880636027009367,0.011762143323894577,0.03964277935090394,0.0009782272818562524,0.0020954860288521764,0.44903469764112425,4.374830951446201
Óengus I of the Picts,0,10,0.0,0.0021781746896101066,0.0021781746896101066,3.2710390395592254e-05,0.0,0.0,0.0
Durham,10,15,0.0021781746896101066,0.0032672620344151603,0.005445436724025267,6.377228223285257e-05,3.163062713128883e-05,0.2875909942228074,2.610577243331641
England,751,172,0.163580919189719,0.03746460466129384,0.20104552385101285,0.0044740795759441645,0.03240281285403478,0.5116265004533846,6.36585627117989
Lion,60,41,0.013069048137660641,0.008930516227401437,0.02199956436506208,0.0004656960176987728,0.0017739442950872794,0.40536805181613494,2.8754008971971485
Mercia,20,17,0.004356349379220213,0.0037028969723371815,0.008059246351557395,0.00015096246362073272,0.0002078609687054403,0.34416201767471083,2.919381945646369
Viking,78,62,0.016989762578958834,0.013504683075582662,0.030494445654541496,0.000750379770105556,0.0013644808992225766,0.41089960257258096,5.263215920498159
York,35,16,0.007623611413635374,0.003485079503376171,0.011108690917011544,0.00021324838488259612,0.00020441525156552514,0.3498976128014662,2.583045368599484
€2 commemorative coins,0,47,0.0,0.010237421041167502,0.010237421041167502,3.2710390395592254e-05,0.0,0.0,0.0
Athens,85,85,0.018514484861685908,0.018514484861685908,0.037028969723371816,0.0007480698656677448,0.001821071122025125,0.40670078843575436,4.244152944622694
Atlantic Ocean,250,125,0.05445436724025267,0.027227183620126334,0.08168155086037901,0.002104622505196833,0.008486813710990764,0.468667896073723,5.310753148963513
Austria,232,48,0.05053365279895448,0.010455238510128513,0.06098889130908299,0.0014742100704411073,0.002072493683332594,0.43857902194863735,4.862644511035433
Belgium,230,61,0.050098017861032455,0.013286865606621652,0.06338488346765411,0.0015276204949428366,0.003364754997547772,0.4588941922053318,5.014447504339786
Berlin,138,79,0.030058810716619474,0.017207580047919845,0.04726639076453932,0.0008492667590039291,0.0018295810692058377,0.42517516702795904,4.197567956535587
Brussels,66,43,0.014375952951426706,0.00936615116532346,0.023742104116750165,0.0005473358470362368,0.0008513834846169648,0.4062675903653452,3.9933915298701064
Cathedral of Magdeburg,1,21,0.00021781746896101068,0.004574166848181224,0.004791984317142235,3.3301961963255355e-05,6.97453035188161e-07,0.00021781746896101068,1.5
Cereal,65,38,0.014158135482465695,0.008277063820518406,0.0224351993029841,0.0004564663142556364,0.0008926512730330659,0.3842675403455612,4.261856629242904
Christopher Columbus,68,41,0.014811587889348726,0.008930516227401437,0.023742104116750165,0.0005643397702473157,0.0005556263555968403,0.4046155121159812,4.734586625417183
Cologne,47,57,0.010237421041167502,0.012415595730777608,0.02265301677194511,0.0002928637807500093,0.0002841977130416822,0.367897329238484,3.777747162910944
Comet,45,40,0.009801786103245481,0.008712698758440426,0.018514484861685908,0.0002576013322988387,0.0012859555469130041,0.3384862204596938,4.321193135306173
Dresden,26,39,0.0056632541929862775,0.008494881289479417,0.014158135482465695,0.00015657790938409423,0.00016762059490247193,0.3525930724178398,3.0385623360756293
Galileo Galilei,45,48,0.009801786103245481,0.010455238510128513,0.020257024613373992,0.0003918525792635742,0.0007939447187814859,0.3555788279254179,4.986576120495073
Greece,246,114,0.053583097364408624,0.024831191461555217,0.07841428882596385,0.0016641489602674555,0.00426738933359426,0.46771006264622716,4.895906274046428
Hamburg,39,60,0.008494881289479417,0.013069048137660641,0.02156392942714006,0.00032673868951369454,0.00037980139364392494,0.3787348508941646,3.825251737288649
Harold Macmillan,17,35,0.0037028969723371815,0.007623611413635374,0.011326508385972555,0.00011263226418173615,9.321528036419061e-05,0.3295421321229735,2.9852281360342503
Heraldry,42,9,0.009148333696362448,0.001960357220649096,0.011108690917011544,0.00023608879270399106,0.000120481062059141,0.34933679385253996,2.8287814831406046
History,75,18,0.0163363101720758,0.003920714441298192,0.020257024613373992,0.0007078767710745107,0.0002968574972171073,0.3780466402127678,4.105287004379198
Luxembourg,86,38,0.01873230233064692,0.008277063820518406,0.027009366151165323,0.0007282510881061407,0.0002079508653261181,0.4204492626360444,4.3879987889261
Maize,73,49,0.01590067523415378,0.010673055979089524,0.026573731213243305,0.0004690817613456334,0.001250396761302814,0.40251610879043,3.927779004572629
Miguel de Cervantes,14,12,0.0030494445654541498,0.002613809627532128,0.0056632541929862775,0.00016412971459411706,4.0774072589015554e-05,0.3380362387781373,2.461320140211008
Monaco,52,26,0.011326508385972555,0.0056632541929862775,0.016989762578958834,0.00045840977841917684,0.00013465383047672782,0.40659240233241356,3.4070733794600656
Munich,71,55,0.015465040296231759,0.011979960792855588,0.027445001089087345,0.0003884148247293813,0.0010373988706283757,0.37415275672819254,3.975418017913833
Numismatics,7,14,0.0015247222827270749,0.0030494445654541498,0.004574166848181224,0.00021618173061722934,2.266592753762982e-05,0.33671821327565504,3.129913317684682
Nutrition,17,51,0.0037028969723371815,0.011108690917011544,0.014811587889348726,0.0002010433608364808,0.00037626284700315477,0.33811115262288394,4.755649329935159
Pope John Paul II,50,114,0.010890873448050535,0.024831191461555217,0.03572206490960575,0.00031969740097924636,0.0015922483641049158,0.35488956137520195,4.763444008448466
Portugal,324,52,0.07057285994336746,0.011326508385972555,0.08189936832934001,0.0023781098837101157,0.002810849586350396,0.47459671018830146,4.711170173161645
Rice,60,99,0.013069048137660641,0.02156392942714006,0.0346329775648007,0.00046330755019222705,0.0015408791073885707,0.41145367431283525,4.825043230646064
San Marino,33,101,0.007187976475713353,0.02199956436506208,0.02918754084077543,0.0002834395593579539,0.0002818603824098977,0.3894002614476756,3.4549868557726646
Sanssouci,3,24,0.000653452406883032,0.005227619255064256,0.0058810716619472885,3.9487323891594165e-05,8.18616253983371e-06,0.2520102782213401,2.321928094887362
Soviet Union,342,65,0.07449357438466565,0.014158135482465695,0.08865170986713135,0.002242258091629815,0.0034826850356139537,0.47107973168546513,5.204833846359807
Spain,539,89,0.11740361576998476,0.019385754737529952,0.13678937050751472,0.003642312927537101,0.006265633716178896,0.5017001724274887,5.70158941146934
Suffrage,31,17,0.006752341537791331,0.0037028969723371815,0.010455238510128513,0.0002524249535923676,0.00012068903736250393,0.35743933409261847,3.2340754327836714
Turin,23,48,0.005009801786103245,0.010455238510128513,0.015465040296231759,0.00019734952516665372,0.00022115726062516876,0.35635399198504975,2.9464393446710155
United Nations,331,113,0.07209758222609454,0.024613373992594206,0.09671095621868875,0.0028085372133175076,0.006063280931881299,0.4875384185189582,5.794295183465092
United States,1551,294,0.3378348943585276,0.06403833587453714,0.4018732302330647,0.009565545383105637,0.09409037321391792,0.5903534983949412,7.079823119727776
Vatican City,67,33,0.014593770420387715,0.007187976475713353,0.02178174689610107,0.0006805954965723931,0.00033414034228512073,0.41067839148102103,3.997057697635692
Wheat,59,31,0.01285123066869963,0.006752341537791331,0.019603572206490963,0.0004275834462846848,0.000450307452129149,0.40576335754042364,4.277907422329142
Zeus,43,29,0.00936615116532346,0.00631670659986931,0.015682857765192768,0.000336308808748662,0.0006955932374050276,0.37498039268031946,4.428127309963009
10th century,65,26,0.014158135482465695,0.0056632541929862775,0.01982138967545197,0.0006316136666710586,0.0005291364390287297,0.3950125721115025,3.919851257121157
11th century,57,48,0.012415595730777608,0.010455238510128513,0.02287083424090612,0.0005452171869657717,0.0006313644383067826,0.38601759914446987,3.803011173481233
9th century,72,45,0.015682857765192768,0.009801786103245481,0.02548464386843825,0.0008661081215206158,0.0006424075606136532,0.4018093822365007,4.25848059647119
Algeria,101,54,0.02199956436506208,0.011762143323894577,0.03376170768895666,0.0007872517975843971,0.0007983547532395089,0.41417162908840643,4.174762385072503
Black Sea,76,24,0.016554127641036812,0.005227619255064256,0.02178174689610107,0.0006689953719335663,0.0003436898961113273,0.40265775253417607,3.739781167344234
Byzantine Empire,131,79,0.0285340884338924,0.017207580047919845,0.04574166848181224,0.0012918693799320255,0.0019287018023962125,0.41787735534154835,5.4465833209451
Dark Ages,25,24,0.005445436724025267,0.005227619255064256,0.010673055979089524,0.00031868710044187905,0.00012114417144421275,0.3801188167972743,4.23831979560975
Dublin,68,43,0.014811587889348726,0.00936615116532346,0.024177739054672187,0.00039582905163142943,0.0010156494989423588,0.3836555467775339,3.621267913500524
Great Moravia,7,21,0.0015247222827270749,0.004574166848181224,0.0060988891309082995,0.00013509495966230456,5.254628902168934e-05,0.3252565856350184,2.8962915290459272
India,611,81,0.13308647353517752,0.017643214985841864,0.1507296885210194,0.004035532403528955,0.011256159935702387,0.5132328630921709,5.884562451751165
Khazars,18,57,0.003920714441298192,0.012415595730777608,0.0163363101720758,0.00020821090298179596,0.0007551591909381849,0.3466119404056024,3.546593564294938
Maya civilization,32,42,0.006970159006752342,0.009148333696362448,0.01611849270311479,0.0002114461205393137,0.0006998337976070546,0.35771869269683304,4.129855692587175
Mexico,274,67,0.059681986495316926,0.014593770420387715,0.07427575691570465,0.0015629945110561074,0.0038036693468924392,0.45917041262600117,4.417156547479397
Myanmar,104,46,0.02265301677194511,0.01001960357220649,0.0326726203441516,0.0007789654255679276,0.0008525228986948455,0.4167359257995064,4.532374206469727
Philippines,173,48,0.03768242213025485,0.010455238510128513,0.04813766064038336,0.0011602671157463463,0.0018571921587549802,0.4455812571121475,5.080049835789068
Poland,288,61,0.06273143106077107,0.013286865606621652,0.07601829666739272,0.0019072086603802566,0.002647534228323176,0.4725875759479586,5.073999884202915
Solar System,99,58,0.02156392942714006,0.01263341319973862,0.03419734262687868,0.0006282628995172909,0.002620071610404275,0.3725083969281337,4.656377242151231
Time,45,42,0.009801786103245481,0.009148333696362448,0.01895011979960793,0.0006287278756708051,0.0008062578420107987,0.37433635994569225,4.984646695313597
12th century,85,45,0.018514484861685908,0.009801786103245481,0.02831627096493139,0.0007178580524019857,0.0013466192613953165,0.391063796399178,3.929940923927045
13th century,84,34,0.018296667392724897,0.007405793944674363,0.02570246133739926,0.0007550953212296618,0.0008108808075765141,0.39775881403110974,3.472846635794764
14th century,71,31,0.015465040296231759,0.006752341537791331,0.022217381834023088,0.0005956410374425819,0.0005092991902900132,0.3766157058385567,3.74044448795143
15th century,100,57,0.02178174689610107,0.012415595730777608,0.03419734262687868,0.0009319474059595194,0.0017583992564556303,0.41064154612022064,4.848140137864484
16th century,125,91,0.027227183620126334,0.01982138967545197,0.04704857329557831,0.001121480505845339,0.0034940921133891534,0.4181445891701059,5.295230786616805
17th century,127,87,0.027662818558048356,0.01895011979960793,0.046612938357656286,0.0009784681374673191,0.0027510649279854607,0.41688775599380445,4.78836181841152
18th century,172,95,0.03746460466129384,0.020692659551296014,0.05815726421258985,0.0014853436436355705,0.005755976188277189,0.43769825696241554,4.990054749471292
19th century,286,167,0.06229579612284906,0.03637551731648878,0.09867131343933784,0.00241677674706315,0.014823815013166167,0.4670895676146524,5.914007589229012
1st century,46,37,0.01001960357220649,0.008059246351557395,0.018078849923763886,0.0004449955299584359,0.0003089115684993202,0.36872719512253116,3.681996519637024
1st century BC,36,32,0.007841428882596384,0.006970159006752342,0.014811587889348726,0.0005285521554478475,0.00018807344397245608,0.37057814533689415,4.240613964234278
21st century,34,155,0.007405793944674363,0.03376170768895666,0.04116750163363102,0.0004192036995439199,0.004867135039486578,0.374458862231529,5.309163207798654
2nd century,31,28,0.006752341537791331,0.0060988891309082995,0.01285123066869963,0.0003302788335933241,0.00039523199615204986,0.36090606158776056,3.44693953025438
3rd century,32,33,0.006970159006752342,0.007187976475713353,0.014158135482465695,0.00040533399506687115,0.00015056829525584642,0.36087760569707317,3.196614045578097
4th century,48,31,0.010455238510128513,0.006752341537791331,0.017207580047919845,0.0005737733878565045,0.00024213445883773866,0.38234154816272486,3.5712712810084373
5th century,54,36,0.011762143323894577,0.007841428882596384,0.019603572206490963,0.0006028829442339406,0.0002913388325578505,0.38791513459242133,4.345660574493451
6th century,44,44,0.00958396863428447,0.00958396863428447,0.01916793726856894,0.00047711783779775396,0.0002902446357041408,0.3762751293206165,3.789257164416097
7th century,63,41,0.013722500544543673,0.008930516227401437,0.02265301677194511,0.0006497769191494117,0.0008089809209755688,0.38791513459242133,3.340539049838254
8th century,52,45,0.011326508385972555,0.009801786103245481,0.021128294489218036,0.0005007060289362825,0.0004905241188027728,0.38160836026813233,3.3407602831145535
Battle of Hastings,15,12,0.0032672620344151603,0.002613809627532128,0.0058810716619472885,0.00015582556297241533,2.4853922568862858e-05,0.35635399198504975,2.6328054998210284
Canute the Great,18,23,0.003920714441298192,0.005009801786103245,0.008930516227401437,0.000200827311145141,0.0003279632857596247,0.3606785400359322,2.8768531307993075
China,496,90,0.10803746460466129,0.019603572206490963,0.12764103681115227,0.0035655542811307357,0.010256213425222996,0.5031893879788896,6.00488810088997
Crusades,37,51,0.008059246351557395,0.011108690917011544,0.01916793726856894,0.0003637417542574008,0.0009090304323427817,0.3858223613804248,4.663533629316138
Domesday Book,20,16,0.004356349379220213,0.003485079503376171,0.007841428882596384,0.00013366347751356746,6.452284151754493e-05,0.3438000956250266,3.2415413679766947
East-West Schism,10,23,0.0021781746896101066,0.005009801786103245,0.007187976475713353,0.00017591766386817966,2.252226104638231e-05,0.34320715904738897,3.499227541723356
Edward the Confessor,25,18,0.005445436724025267,0.003920714441298192,0.00936615116532346,0.00020977919368589585,7.513495660409737e-05,0.353819625313542,3.048716911158043
First Crusade,18,29,0.003920714441298192,0.00631670659986931,0.010237421041167502,0.00018854504877647256,0.00014822754122778445,0.3409318937099426,3.257575159678481
Ghana,85,24,0.018514484861685908,0.005227619255064256,0.023742104116750165,0.0004766695272735753,0.00030145726576371804,0.41887166404831877,3.656934580239823
Jerusalem,86,40,0.01873230233064692,0.008712698758440426,0.027445001089087345,0.0007768117772128542,0.0011942228575726383,0.40240994136240366,4.697007672405904
Leif Ericson,3,15,0.000653452406883032,0.0032672620344151603,0.003920714441298192,5.335379243826509e-05,1.0114295973725619e-05,0.30153571862810324,3.4864486671683506
Macbeth of Scotland,8,13,0.0017425397516880855,0.0028316270964931388,0.004574166848181224,7.35044976928859e-05,1.7077554292485388e-05,0.2973822801023962,2.199687794731328
Mauritania,68,27,0.014811587889348726,0.0058810716619472885,0.020692659551296014,0.0005791001326583922,8.353780497914703e-05,0.41152766346484254,3.438627220688598
Nigeria,106,67,0.023088651709867132,0.014593770420387715,0.03768242213025485,0.0005962612849863196,0.001145647737151637,0.4176866830677112,4.227041326996176
Norman conquest of England,8,24,0.0017425397516880855,0.005227619255064256,0.006970159006752342,0.00010443065085721231,3.15176851746999e-05,0.3418230525060477,3.625997895845132
North America,410,77,0.08930516227401437,0.016771945109997823,0.1060771073840122,0.0027135829757050966,0.006118048571555909,0.4874345764702854,4.468105169312628
Novel,77,55,0.016771945109997823,0.011979960792855588,0.02875190590285341,0.0003568698069882082,0.001362156918050348,0.37498039268031946,4.102506961796778
William I of England,31,19,0.006752341537791331,0.004138531910259203,0.010890873448050535,0.0003458357250470966,0.00026426772757288876,0.3669534733469077,2.9721093158324607
Angkor Wat,5,20,0.0010890873448050533,0.004356349379220213,0.005445436724025267,8.093951329864264e-05,3.1318624178308764e-05,0.3158955533891904,3.447262499441209
Croatia,93,126,0.020257024613373992,0.027445001089087345,0.04770202570246134,0.0006359678729835117,0.0006020815348028415,0.411416689712897,4.172714880243585
Francis of Assisi,9,17,0.001960357220649096,0.0037028969723371815,0.0056632541929862775,0.00011400931390309317,0.0005246707669846949,0.3197129556479449,3.377278130987435
"Frederick II, Holy Roman Emperor",10,23,0.0021781746896101066,0.005009801786103245,0.007187976475713353,0.00013746309525173084,3.453751355707592e-05,0.3266726624121033,2.128085278891394
Genghis Khan,25,58,0.005445436724025267,0.01263341319973862,0.018078849923763886,0.00024600783674682316,0.00019225957071799523,0.343877586255145,4.419109131927804
Henry II of England,32,16,0.006970159006752342,0.003485079503376171,0.010455238510128513,0.0002403236565126458,0.0001164858897095636,0.3369661100681719,3.5311363392785493
Hungary,172,49,0.03746460466129384,0.010673055979089524,0.04813766064038336,0.001138959622870145,0.0018579083770846768,0.434457586431512,4.578217200964421
Iceland,131,43,0.0285340884338924,0.00936615116532346,0.03790023959921586,0.0010598285251193608,0.0024730415789231365,0.44445627044629826,3.6841879367744377
Iran,223,108,0.048573295578305385,0.023524286647789154,0.07209758222609454,0.0015198053089064717,0.004089279801797253,0.45138172318106307,5.413181501959169
Mongol Empire,27,30,0.0058810716619472885,0.006534524068830321,0.012415595730777608,0.00023998359048521965,8.372796339222557e-05,0.35019209434246207,3.640428067582281
Richard I of England,19,25,0.004138531910259203,0.005445436724025267,0.00958396863428447,0.00015048181337155012,9.809141831863186e-05,0.3501117320474244,2.536546472660312
Saladin,17,18,0.0037028969723371815,0.003920714441298192,0.007623611413635374,0.0001877571114991884,3.7931859595515936e-05,0.3417720036630809,2.822181958642873
Second Crusade,9,26,0.001960357220649096,0.0056632541929862775,0.007623611413635374,0.00010103758441978815,5.6648568734613085e-05,0.31373025382520936,2.970573095811684
Serbia,85,129,0.018514484861685908,0.02809845349597038,0.046612938357656286,0.0006305821212868106,0.0006630538292653028,0.4133487467764814,4.402129159002876
The Anarchy,9,10,0.001960357220649096,0.0021781746896101066,0.004138531910259203,8.84702436220601e-05,0.0003339047466272957,0.30021059117512655,2.099601752714581
Thomas Becket,14,12,0.0030494445654541498,0.002613809627532128,0.0056632541929862775,0.00011630447707851636,2.2524589213395265e-05,0.30817470192943575,3.0241817261190014
Angola,80,21,0.017425397516880853,0.004574166848181224,0.02199956436506208,0.00048540292703266603,9.151310824662675e-05,0.3888709152978742,3.55732089574758
Arabic language,197,57,0.042910041385319106,0.012415595730777608,0.05532563711609671,0.001848610012479599,0.0018002583608649036,0.4498290587770004,4.95320740115851
Asia,357,137,0.07776083641908081,0.029840993247658463,0.10760182966673927,0.0022547159878325757,0.008728081358263199,0.47647414876701844,5.674214677818412
Bantu,29,13,0.00631670659986931,0.0028316270964931388,0.009148333696362448,0.00024549269952825535,6.186965653212798e-05,0.3530554360580052,2.9276942711037655
Buddhism,144,50,0.031365715530385536,0.010890873448050535,0.04225658897843607,0.0014494467393269014,0.0026448221194069117,0.4504931764818877,4.601673739668125
Cambodia,85,37,0.018514484861685908,0.008059246351557395,0.026573731213243305,0.000572775002581297,0.0006495894411970385,0.41963974264747217,4.010301041370493
Dante Alighieri,40,15,0.008712698758440426,0.0032672620344151603,0.011979960792855588,0.00031922820988831497,0.00012673838106095465,0.36013932434148865,3.5228895644601677
Europe,933,159,0.20322369854062297,0.0346329775648007,0.23785667610542366,0.006339517036740152,0.026991699473661448,0.5427499908758424,5.991213741321982
Holy Roman Empire,97,44,0.021128294489218036,0.00958396863428447,0.030712263123502507,0.0009310678562875752,0.0010554070027951564,0.4299277355866973,4.98130511305569
Islam,295,90,0.06425615334349816,0.019603572206490963,0.0838597255499891,0.002714755596324481,0.006245453029113364,0.48562447459479885,5.383483738097192
John of England,23,29,0.005009801786103245,0.00631670659986931,0.011326508385972555,0.00016134133151547922,0.0003219377961245049,0.3282658447289664,3.2343083535732537
Laos,65,31,0.014158135482465695,0.006752341537791331,0.020910477020257025,0.0005090559802414373,0.0002210070823347519,0.39361976892466277,3.810081020521728
